2 4 6 8 9 11 14 15 17         
2 4 6 8 9 11 13 16 17         
2 4 6 8 9 11 13 15 18         
2 4 6 8 9 11 13           
2 4 6 8 9 11 15           
2 4 6 8 9 11 17           
2 4 6 8 9 13 15           
2 4 6 8 9 13 17           
2 4 6 8 9 15 17           
2 4 6 8 11 13 15           
2 4 6 8 11 13 17           
2 4 6 8 11 15 17           
2 4 6 7 10 11 14 15 17         
2 4 6 7 10 11 13 16 17         
2 4 6 7 10 11 13 15 18         
2 4 6 7 10 11 13           
2 4 6 7 10 11 15           
2 4 6 7 10 11 17           
2 4 6 7 10 13 15           
2 4 6 7 10 13 17           
2 4 6 7 10 15 17           
2 4 6 7 9 12 14 15 17         
2 4 6 7 9 12 13 16 17         
2 4 6 7 9 12 13 15 18         
2 4 6 7 9 12 13           
2 4 6 7 9 12 15           
2 4 6 7 9 12 17           
2 4 6 7 9 14 15           
2 4 6 7 9 14 17           
2 4 6 7 9 13 16           
2 4 6 7 9 13 18           
2 4 6 7 9 16 17           
2 4 6 7 9 15 18           
2 4 6 7 9             
2 4 6 7 12 13 15           
2 4 6 7 12 13 17           
2 4 6 7 12 15 17           
2 4 6 7 11 14 15           
2 4 6 7 11 14 17           
2 4 6 7 11 13 16           
2 4 6 7 11 13 18           
2 4 6 7 11 16 17           
2 4 6 7 11 15 18           
2 4 6 7 11             
2 4 6 7 14 15 17           
2 4 6 7 13 16 17           
2 4 6 7 13 15 18           
2 4 6 7 13             
2 4 6 7 15             
2 4 6 7 17             
2 4 6 10 11 13 15           
2 4 6 10 11 13 17           
2 4 6 10 11 15 17           
2 4 6 9 12 13 15           
2 4 6 9 12 13 17           
2 4 6 9 12 15 17           
2 4 6 9 11 14 15           
2 4 6 9 11 14 17           
2 4 6 9 11 13 16           
2 4 6 9 11 13 18           
2 4 6 9 11 16 17           
2 4 6 9 11 15 18           
2 4 6 9 11             
2 4 6 9 14 15 17           
2 4 6 9 13 16 17           
2 4 6 9 13 15 18           
2 4 6 9 13             
2 4 6 9 15             
2 4 6 9 17             
2 4 6 11 14 15 17           
2 4 6 11 13 16 17           
2 4 6 11 13 15 18           
2 4 6 11 13             
2 4 6 11 15             
2 4 6 11 17             
2 4 6 13 15             
2 4 6 13 17             
2 4 6 15 17             
2 4 5 8 10 11 13 15 18         
2 4 5 8 9 12 14 15 17         
2 4 5 8 9 11 14 15 18         
2 4 5 8 9 11 14           
2 4 5 8 9 14 15           
2 4 5 8 9 14 17           
2 4 5 8 11 14 15           
2 4 5 8 14 15 17           
2 4 5 7 10 12 13 16 17         
2 4 5 7 10 12 13 15 18         
2 4 5 7 10 11 14 15 18         
2 4 5 7 10 11 13 16 18         
2 4 5 7 10 11 16           
2 4 5 7 10 11 18           
2 4 5 7 10 13 16           
2 4 5 7 10 13 18           
2 4 5 7 10 16 17           
2 4 5 7 10 15 18           
2 4 5 10 11 13 16           
2 4 5 10 11 13 18           
2 4 5 10 11 15 18           
2 4 5 10 13 16 17           
2 4 5 10 13 15 18           
2 4 8 9 11 14 15           
2 4 8 9 11 14 17           
2 4 8 9 14 15 17           
2 4 8 11 14 15 17           
2 4 7 10 11 13 16           
2 4 7 10 11 13 18           
2 4 7 10 11 16 17           
2 4 7 10 11 15 18           
2 4 7 10 13 16 17           
2 4 7 10 13 15 18           
2 4 10 11 13 16 17           
2 4 10 11 13 15 18           
2 3 6 8 10 11 14 15 17         
2 3 6 8 10 11 13 15 18         
2 3 6 8 9 11 14 16 17         
2 3 6 8 9 11 14           
2 3 6 8 9 14 17           
2 3 6 8 11 14 15           
2 3 6 8 11 14 17           
2 3 6 8 14 15 17           
2 3 6 7 10 12 14 15 17         
2 3 6 7 10 12 13 15 18         
2 3 6 7 10 11 14 16 17         
2 3 6 7 10 11 14 15 18         
2 3 6 7 10 11 14           
2 3 6 7 10 11 13 16 18         
2 3 6 7 10 11 18           
2 3 6 7 10 14 15           
2 3 6 7 10 14 17           
2 3 6 7 10 13 18           
2 3 6 7 10 15 18           
2 3 6 7 9 12 13 16 18         
2 3 6 7 9 12 18           
2 3 6 7 12 13 18           
2 3 6 7 12 15 18           
2 3 6 10 11 14 15           
2 3 6 10 11 14 17           
2 3 6 10 11 13 18           
2 3 6 10 11 15 18           
2 3 6 10 14 15 17           
2 3 6 10 13 15 18           
2 3 6 9 12 13 18           
2 3 6 12 13 15 18           
2 3 5 8 10 12 14 15 17         
2 3 5 8 10 12 13 16 17         
2 3 5 8 10 12 13 15 18         
2 3 5 8 10 12 13           
2 3 5 8 10 12 15           
2 3 5 8 10 12 17           
2 3 5 8 10 11 14 15 18         
2 3 5 8 10 11 14           
2 3 5 8 10 11 13 16 18         
2 3 5 8 10 11 18           
2 3 5 8 10 14 15           
2 3 5 8 10 14 17           
2 3 5 8 10 13 18           
2 3 5 8 10 15 18           
2 3 5 8 9 12 14 16 17         
2 3 5 8 9 12 14           
2 3 5 8 9 11 14 16 18         
2 3 5 8 9 14 16           
2 3 5 8 9 14 18           
2 3 5 8 12 14 15           
2 3 5 8 12 14 17           
2 3 5 8 11 14 16           
